Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HouseStyle,KitchenAbvGr,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,BasementFinishedPercent,BsmtCondNum,BsmtExposureNum,BsmtFinType1Num,BsmtFinType2Num,BsmtQualNum,BuildingAge,ExterCondNum,ExterQualNum,FenceNum,FireplaceQuNum,GarageAge,GarageCondNum,GarageFinishNum,GarageQualNum,HeatingQCNum,KitchenQualNum,OverallQualOverallCond,OverallQualTotalAreaSFMultiplied,PoolQCNum,QualSquared,RemodelledAge,RoomSize,SumAge,TotalAreaSF,BeforeCrisis,Floors,TotalAreaSFBinned,Year,NeighborhoodOverallQualMean,NeighborhoodTotalAreaSFMean
39,1152,0,0,No,2,Duplex,0.0,0.0,0.0,0.0,0.0,N,Norm,Norm,FuseP,0,AsbShng,Plywood,0,PConc,2,Typ,0.0,0.0,No,0.0,1152,0,GasA,1Story,2,Lvl,Gtl,6040,Inside,65.0,Reg,0,90,RL,0.0,None,No,0,6,Edwards,0,5,4,N,0,CompShg,Gable,AdjLand,WD,0,Pave,6,0.0,AllPub,0,1955,1955,2008,0.0,0,0,0,0,0,53,3,3,0,0,0.0,0,0,0,3,2,9,4608.0,4,16,53,1158,106,1152.0,1.0,1.0,2.0,2.0,5.051546391752577,2223.159793814433
40,1324,0,0,No,3,1Fam,643.0,0.0,0.0,0.0,445.0,Y,Norm,Norm,SBrkr,0,Wd Sdng,Wd Sdng,1,CBlock,2,Typ,440.0,2.0,Attchd,1965.0,1324,0,GasA,1Story,1,Lvl,Gtl,8658,Inside,84.0,Reg,0,20,RL,101.0,BrkFace,No,0,12,NAmes,138,5,6,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,6,1088.0,AllPub,0,1965,1965,2006,0.5909926470588235,3,0,3,1,3,41,3,3,2,3,41.0,3,2,3,5,3,11,14472.0,4,36,41,1330,82,2412.0,1.0,0.0,5.0,0.0,5.334085778781039,2323.331828442438
41,1328,0,0,No,2,1Fam,967.0,0.0,0.0,1.0,383.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,2,CBlock,1,Typ,308.0,1.0,Attchd,1959.0,1328,1,GasA,1Story,1,Lvl,Gtl,16905,Inside,115.0,Reg,0,20,RL,0.0,None,No,0,7,Timber,104,6,5,P,0,CompShg,Gable,Normal,WD,0,Pave,5,1350.0,AllPub,0,1959,1959,2007,0.7162962962962963,3,3,4,1,3,48,4,3,0,4,48.0,3,2,3,4,3,11,13390.0,4,25,48,1333,96,2678.0,1.0,0.0,6.0,1.0,7.194444444444445,3087.347222222222
42,884,0,0,No,2,1Fam,747.0,93.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,0,CBlock,1,Typ,504.0,2.0,Attchd,1983.0,884,0,GasA,SFoyer,1,Lvl,Gtl,9180,CulDSac,69.30579531442663,IR1,0,85,RL,0.0,None,No,0,12,SawyerW,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,840.0,AllPub,240,1983,1983,2007,1.0,3,2,5,2,4,24,3,3,3,0,24.0,4,2,3,4,4,12,8620.0,4,25,24,889,48,1724.0,1.0,1.0,3.0,1.0,6.336,2589.048
43,938,0,0,No,3,1Fam,280.0,491.0,1.0,0.0,167.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,CBlock,1,Typ,308.0,1.0,Detchd,1977.0,938,0,GasA,1Story,1,Lvl,Gtl,9200,CulDSac,69.30579531442663,IR1,0,20,RL,0.0,None,No,0,7,CollgCr,0,6,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,938.0,AllPub,145,1975,1980,2008,0.8219616204690832,3,2,2,4,4,33,3,3,3,0,31.0,3,1,3,3,3,11,9380.0,4,25,28,943,61,1876.0,1.0,0.0,4.0,2.0,6.677902621722846,2654.1685393258426
44,1150,0,0,No,3,1Fam,179.0,506.0,1.0,0.0,465.0,Y,Norm,Norm,FuseA,0,BrkFace,Wd Sdng,0,CBlock,1,Typ,300.0,1.0,Attchd,1959.0,1150,0,GasA,1Story,1,Lvl,Gtl,7945,Inside,70.0,Reg,0,20,RL,0.0,None,No,0,5,NAmes,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1150.0,AllPub,0,1959,1959,2006,0.5956521739130435,3,0,5,4,3,47,3,3,0,0,47.0,3,2,3,5,3,11,11500.0,4,25,47,1156,94,2300.0,1.0,0.0,5.0,0.0,5.334085778781039,2323.331828442438
45,1752,0,0,No,2,TwnhsE,456.0,0.0,1.0,0.0,1296.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,1,PConc,2,Typ,576.0,2.0,Attchd,2005.0,1752,0,GasA,1Story,1,Lvl,Gtl,7658,Inside,61.0,Reg,0,120,RL,412.0,BrkFace,No,0,2,NridgHt,82,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,1752.0,AllPub,196,2005,2005,2010,0.2602739726027397,3,0,6,1,5,5,3,5,0,4,5.0,3,2,3,5,5,14,31536.0,4,81,5,1758,10,3504.0,0.0,0.0,8.0,4.0,8.27710843373494,3564.2831325301204
46,1518,631,0,No,1,1Fam,1351.0,0.0,1.0,0.0,83.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,1,Typ,670.0,2.0,Attchd,2003.0,2149,1,GasA,1.5Fin,1,Lvl,Gtl,12822,CulDSac,48.0,IR1,0,50,RL,0.0,None,No,0,8,Mitchel,43,5,7,Y,0,CompShg,Gable,Abnorml,WD,198,Pave,6,1434.0,AllPub,168,2003,2003,2009,0.9421199442119944,3,0,6,1,5,6,3,4,0,5,6.0,3,2,3,5,4,12,25081.0,4,49,6,2155,12,3583.0,1.0,0.0,8.0,3.0,5.543859649122807,2407.1052631578946
47,1656,0,0,No,3,1Fam,24.0,0.0,0.0,0.0,1632.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,826.0,3.0,Attchd,2006.0,1656,0,GasA,1Story,1,Lvl,Gtl,11096,Inside,84.0,Reg,0,20,FV,0.0,None,No,0,7,Somerst,146,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1656.0,AllPub,0,2006,2006,2007,0.014492753623188406,3,2,6,1,4,1,3,4,0,0,1.0,3,2,3,5,4,13,26496.0,4,64,1,1663,2,3312.0,1.0,0.0,7.0,1.0,7.4010989010989015,2785.730769230769
48,736,716,0,No,2,2fmCon,0.0,0.0,0.0,0.0,736.0,Y,Norm,Norm,SBrkr,102,MetalSd,MetalSd,0,BrkTil,2,Typ,0.0,0.0,No,0.0,1452,0,GasA,2Story,3,Lvl,Gtl,4456,Inside,33.0,Reg,0,190,RM,0.0,None,No,0,6,OldTown,0,5,4,N,0,CompShg,Gable,Partial,New,0,Pave,8,736.0,AllPub,0,1920,2008,2009,0.0,3,0,1,1,3,89,3,3,0,0,0.0,0,0,0,4,3,9,8752.0,4,16,1,1460,90,2188.0,1.0,1.0,4.0,3.0,5.205020920502092,2229.648535564854
49,955,0,0,No,3,1Fam,763.0,0.0,1.0,0.0,192.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,0,CBlock,1,Typ,386.0,1.0,Attchd,1966.0,955,0,GasA,1Story,1,Lvl,Gtl,7742,Inside,66.0,Reg,0,20,RL,0.0,None,No,0,1,Sawyer,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,955.0,AllPub,0,1966,1966,2007,0.7989528795811518,3,0,4,1,3,41,3,3,3,0,41.0,3,1,3,5,3,12,9550.0,4,25,41,961,82,1910.0,1.0,0.0,4.0,1.0,5.066225165562914,2135.582781456954
50,794,676,0,No,3,1Fam,182.0,0.0,0.0,1.0,612.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,388.0,2.0,Attchd,1997.0,1470,0,GasA,2Story,1,Lvl,Gtl,13869,Corner,69.30579531442663,IR2,0,60,RL,0.0,None,No,0,7,Gilbert,75,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,794.0,AllPub,0,1997,1997,2007,0.22921914357682618,3,2,6,1,4,10,3,3,0,0,10.0,3,3,3,4,3,12,13584.0,4,36,10,1476,20,2264.0,1.0,1.0,5.0,1.0,6.515151515151516,2496.2
51,816,0,0,No,3,1Fam,0.0,0.0,0.0,0.0,816.0,Y,Norm,Norm,SBrkr,0,Wd Sdng,Wd Sdng,1,PConc,1,Typ,528.0,2.0,Detchd,1985.0,1176,0,GasA,1.5Fin,1,Lvl,Gtl,6240,Inside,52.0,Reg,360,50,RM,0.0,None,Shed,400,9,BrkSide,0,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,816.0,AllPub,112,1934,1950,2006,0.0,3,0,1,1,3,72,3,3,3,4,21.0,3,1,3,3,3,12,11952.0,4,36,56,1182,128,1992.0,1.0,0.0,4.0,0.0,5.12037037037037,1991.7314814814815
52,816,0,0,No,2,Duplex,104.0,712.0,1.0,0.0,0.0,N,RRNn,Norm,SBrkr,0,Wd Sdng,Wd Sdng,0,CBlock,1,Typ,516.0,2.0,CarPort,1963.0,816,0,GasA,1Story,1,Bnk,Mod,8472,Corner,110.0,IR2,0,90,RM,0.0,None,No,0,5,IDOTRR,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Grvl,5,816.0,AllPub,106,1963,1963,2010,1.0,3,3,2,6,4,47,3,2,0,0,47.0,3,1,3,3,3,10,8160.0,4,25,47,821,94,1632.0,0.0,1.0,3.0,4.0,4.731182795698925,1920.5698924731182
53,1842,0,0,No,0,1Fam,1810.0,0.0,2.0,0.0,32.0,Y,Norm,Norm,SBrkr,0,WdShing,Wd Shng,1,CBlock,0,Typ,894.0,3.0,Attchd,1981.0,1842,1,GasA,1Story,1,Low,Gtl,50271,Inside,68.0,IR1,0,20,RL,0.0,None,No,0,11,Veenker,72,5,9,Y,0,WdShngl,Gable,Normal,WD,0,Pave,5,1842.0,AllPub,857,1981,1987,2006,0.9826275787187839,3,3,6,1,5,25,3,4,0,4,25.0,3,3,3,4,4,14,33156.0,4,81,19,1847,44,3684.0,1.0,0.0,8.0,0.0,7.208333333333333,3252.125
54,1360,0,0,No,3,1Fam,384.0,0.0,0.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,1,CBlock,1,Min1,572.0,2.0,Detchd,1962.0,1360,0,GasA,SLvl,1,Bnk,Mod,7134,Inside,60.0,Reg,0,80,RL,0.0,None,No,0,2,NAmes,50,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,384.0,AllPub,0,1955,1955,2007,1.0,3,0,5,1,3,52,3,3,3,3,45.0,3,1,3,3,3,10,8720.0,4,25,52,1366,104,1744.0,1.0,1.0,3.0,1.0,5.334085778781039,2323.331828442438
55,1425,0,407,No,3,1Fam,490.0,0.0,0.0,0.0,935.0,Y,Norm,Norm,SBrkr,0,HdBoard,Plywood,1,CBlock,2,Typ,576.0,2.0,Attchd,1964.0,1425,0,GasA,1Story,1,Lvl,Gtl,10175,Inside,100.0,IR1,0,20,RL,272.0,BrkFace,No,0,7,NAmes,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1425.0,AllPub,0,1964,1964,2008,0.34385964912280703,3,0,4,1,3,44,3,3,0,4,44.0,3,2,3,4,3,11,17100.0,4,36,44,1432,88,2850.0,1.0,0.0,6.0,2.0,5.334085778781039,2323.331828442438
56,983,756,0,Pave,3,Twnhs,649.0,0.0,1.0,0.0,321.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,0,PConc,2,Typ,480.0,2.0,Attchd,1999.0,1739,1,GasA,2Story,1,Lvl,Gtl,2645,Inside,24.0,Reg,0,160,FV,456.0,BrkFace,No,0,8,Somerst,0,5,8,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,7,970.0,AllPub,115,1999,2000,2009,0.6690721649484536,3,0,6,1,4,10,3,4,0,0,10.0,3,3,3,5,4,13,21672.0,4,64,9,1746,19,2709.0,1.0,1.0,6.0,3.0,7.4010989010989015,2785.730769230769
57,860,860,0,No,3,1Fam,0.0,0.0,0.0,0.0,860.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,565.0,2.0,Attchd,2004.0,1720,1,GasA,2Story,1,Lvl,Gtl,11645,Corner,89.0,IR1,0,60,RL,0.0,None,No,0,8,CollgCr,70,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,860.0,AllPub,0,2004,2004,2006,0.0,3,0,1,1,4,2,3,4,0,0,2.0,3,2,3,5,4,12,18060.0,4,49,2,1727,4,2580.0,1.0,1.0,5.0,0.0,6.677902621722846,2654.1685393258426
58,1426,1519,0,No,3,1Fam,0.0,0.0,0.0,0.0,1410.0,Y,Norm,Norm,SBrkr,37,VinylSd,VinylSd,1,PConc,3,Typ,641.0,3.0,BuiltIn,2006.0,2945,1,GasA,2Story,1,HLS,Gtl,13682,CulDSac,66.0,IR2,0,60,RL,1031.0,BrkFace,No,0,10,StoneBr,0,5,10,Y,0,CompShg,Hip,Partial,New,0,Pave,10,1410.0,AllPub,192,2006,2006,2006,0.0,3,3,1,1,5,0,3,5,0,4,0.0,3,3,3,5,4,15,43550.0,4,100,0,2955,0,4355.0,1.0,1.0,10.0,0.0,8.372549019607844,3510.176470588235
59,780,0,0,No,2,1Fam,632.0,0.0,0.0,0.0,148.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,0,CBlock,1,Typ,352.0,1.0,Detchd,1973.0,780,0,GasA,1Story,1,Bnk,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,None,No,0,1,CollgCr,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,780.0,AllPub,196,1972,1972,2008,0.8102564102564103,3,2,5,1,3,36,3,3,3,0,35.0,3,1,3,5,3,12,7800.0,4,25,36,784,72,1560.0,1.0,0.0,3.0,2.0,6.677902621722846,2654.1685393258426
60,1158,0,0,No,3,1Fam,941.0,0.0,1.0,0.0,217.0,Y,RRAe,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,1,Typ,576.0,2.0,Detchd,2006.0,1158,1,GasA,1Story,1,Lvl,Gtl,13072,Inside,63.0,Reg,0,20,RL,0.0,None,No,0,5,SawyerW,50,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,5,1158.0,AllPub,0,2004,2004,2006,0.812607944732297,3,0,5,1,4,2,3,3,0,0,0.0,3,1,3,5,4,11,13896.0,4,36,2,1163,4,2316.0,1.0,0.0,5.0,0.0,6.336,2589.048
61,581,530,0,No,3,1Fam,0.0,0.0,0.0,0.0,530.0,N,Norm,Norm,SBrkr,144,MetalSd,MetalSd,0,BrkTil,1,Typ,288.0,1.0,Detchd,1935.0,1111,0,GasA,2.5Unf,1,Lvl,Gtl,7200,Inside,60.0,Reg,0,75,RM,0.0,None,No,0,3,IDOTRR,0,7,5,N,0,CompShg,Gable,Normal,WD,0,Pave,6,530.0,AllPub,0,1920,1996,2007,0.0,2,0,1,1,3,87,3,3,0,0,72.0,3,1,3,3,2,12,8205.0,4,25,11,1117,98,1641.0,1.0,1.0,3.0,1.0,4.731182795698925,1920.5698924731182
62,1370,0,0,No,2,TwnhsE,24.0,0.0,0.0,0.0,1346.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,484.0,2.0,Attchd,2006.0,1370,0,GasA,1Story,1,Lvl,Gtl,6442,Inside,44.0,IR1,0,120,RL,178.0,Stone,No,0,10,NridgHt,49,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1370.0,AllPub,120,2006,2006,2007,0.017518248175182483,4,1,6,1,4,1,3,4,0,4,1.0,3,2,3,5,4,13,21920.0,4,64,1,1376,2,2740.0,1.0,0.0,6.0,1.0,8.27710843373494,3564.2831325301204
63,902,808,0,No,3,1Fam,0.0,0.0,0.0,0.0,576.0,Y,RRAn,Feedr,SBrkr,64,Stucco,Stucco,0,BrkTil,2,Typ,480.0,2.0,Detchd,1990.0,1710,0,GasA,2Story,1,Bnk,Gtl,10300,Inside,50.0,IR1,0,70,RM,0.0,None,No,0,4,OldTown,11,6,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,576.0,AllPub,12,1921,1950,2010,0.0,3,0,1,1,3,89,3,3,4,0,20.0,3,1,3,4,3,13,16002.0,4,49,60,1719,149,2286.0,0.0,1.0,5.0,4.0,5.205020920502092,2229.648535564854
64,1057,977,0,No,3,1Fam,739.0,0.0,1.0,0.0,318.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,645.0,2.0,Attchd,1998.0,2034,1,GasA,2Story,1,Lvl,Gtl,9375,Inside,69.30579531442663,Reg,0,60,RL,573.0,BrkFace,No,0,2,CollgCr,36,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,1057.0,AllPub,576,1997,1998,2009,0.6991485335856197,3,0,6,1,4,12,3,3,4,0,11.0,3,2,3,5,4,12,21637.0,4,49,11,2042,23,3091.0,1.0,1.0,7.0,3.0,6.677902621722846,2654.1685393258426
65,1143,1330,0,No,4,1Fam,0.0,0.0,0.0,0.0,1143.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,852.0,3.0,BuiltIn,2004.0,2473,1,GasA,2Story,1,Lvl,Gtl,9591,Inside,76.0,Reg,0,60,RL,344.0,BrkFace,No,0,10,NridgHt,151,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,1143.0,AllPub,192,2004,2005,2007,0.0,3,2,1,1,5,3,3,4,0,4,3.0,3,2,3,5,4,13,28928.0,4,64,2,2482,5,3616.0,1.0,1.0,8.0,1.0,8.27710843373494,3564.2831325301204
66,2207,0,0,No,3,1Fam,912.0,0.0,1.0,0.0,1035.0,Y,PosA,Norm,SBrkr,0,Plywood,Plywood,1,CBlock,2,Min1,576.0,2.0,Attchd,1970.0,2207,0,GasA,1Story,1,Lvl,Gtl,19900,Inside,69.30579531442663,Reg,0,20,RL,287.0,BrkFace,No,0,7,NAmes,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1947.0,AllPub,301,1970,1989,2010,0.46841294298921415,3,3,6,1,4,40,3,3,0,4,40.0,3,2,3,3,3,12,29078.0,4,49,21,2214,61,4154.0,0.0,0.0,10.0,4.0,5.334085778781039,2323.331828442438
67,1479,0,0,No,3,1Fam,1013.0,0.0,1.0,0.0,440.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,558.0,2.0,Attchd,2003.0,1479,0,GasA,1Story,1,Lvl,Gtl,10665,Inside,72.0,IR1,0,20,RL,167.0,BrkFace,No,0,6,CollgCr,29,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1453.0,AllPub,144,2003,2003,2007,0.6971782518926359,3,2,6,1,4,4,3,4,0,0,4.0,3,2,3,5,4,12,20524.0,4,49,4,1486,8,2932.0,1.0,0.0,6.0,1.0,6.677902621722846,2654.1685393258426
68,747,0,0,No,2,1Fam,0.0,0.0,0.0,0.0,747.0,Y,Artery,Norm,SBrkr,0,MetalSd,MetalSd,0,CBlock,1,Typ,220.0,1.0,Attchd,1945.0,747,0,GasA,1Story,1,Lvl,Gtl,4608,Corner,47.0,Reg,0,30,RM,0.0,None,No,0,6,OldTown,0,6,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,747.0,AllPub,0,1945,1950,2010,0.0,3,0,1,1,3,65,4,3,0,0,65.0,3,1,3,3,3,10,5976.0,4,16,60,751,125,1494.0,0.0,0.0,3.0,4.0,5.205020920502092,2229.648535564854
69,1304,983,0,No,3,1Fam,603.0,0.0,0.0,0.0,701.0,Y,Norm,Norm,SBrkr,114,BrkFace,AsbShng,1,CBlock,2,Typ,667.0,2.0,Attchd,1953.0,2287,0,GasW,1.5Fin,1,Lvl,Gtl,15593,Corner,81.0,Reg,0,50,RL,0.0,None,No,0,7,ClearCr,21,4,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1304.0,AllPub,0,1953,1953,2006,0.4624233128834356,3,0,4,1,3,53,3,4,0,3,53.0,3,3,3,3,3,11,25137.0,4,49,53,2294,106,3591.0,1.0,0.0,8.0,0.0,5.9772727272727275,2950.7727272727275
70,2223,0,0,No,3,1Fam,1880.0,0.0,1.0,0.0,343.0,Y,Norm,Norm,SBrkr,0,Plywood,Plywood,2,CBlock,2,Typ,516.0,2.0,Attchd,1973.0,2223,0,GasA,1Story,1,Lvl,Gtl,13651,Inside,95.0,IR1,0,20,RL,1115.0,BrkFace,No,0,2,NAmes,0,6,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,2223.0,AllPub,300,1973,1973,2007,0.8457040035987404,3,3,5,1,4,34,4,3,0,4,34.0,3,3,3,5,3,13,31122.0,4,49,34,2231,68,4446.0,1.0,0.0,10.0,1.0,5.334085778781039,2323.331828442438
71,845,0,0,No,2,1Fam,565.0,0.0,1.0,0.0,280.0,Y,Norm,Norm,SBrkr,0,HdBoard,Plywood,0,CBlock,1,Typ,360.0,2.0,Detchd,1987.0,845,0,GasA,1Story,1,Lvl,Gtl,7599,Corner,69.0,Reg,0,20,RL,0.0,None,No,0,6,Mitchel,0,6,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,845.0,AllPub,0,1982,2006,2007,0.6686390532544378,3,0,5,1,3,25,3,3,0,0,20.0,3,1,3,3,3,10,6760.0,4,16,1,849,26,1690.0,1.0,0.0,3.0,1.0,5.543859649122807,2407.1052631578946
72,885,833,0,No,3,1Fam,0.0,0.0,0.0,0.0,832.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,427.0,2.0,Attchd,1998.0,1718,1,GasA,2Story,1,Lvl,Gtl,10141,Corner,74.0,IR1,0,60,RL,40.0,BrkFace,No,0,12,Gilbert,94,5,7,Y,0,CompShg,Gable,Normal,WD,291,Pave,7,832.0,AllPub,0,1998,1998,2009,0.0,3,0,1,1,4,11,3,3,0,3,11.0,3,3,3,4,3,12,17850.0,4,49,11,1725,22,2550.0,1.0,1.0,5.0,3.0,6.515151515151516,2496.2
73,1086,0,0,No,3,1Fam,320.0,362.0,1.0,0.0,404.0,Y,Norm,Norm,SBrkr,0,Wd Sdng,Wd Sdng,0,CBlock,1,Typ,490.0,2.0,Attchd,1989.0,1086,0,GasA,1Story,1,Lvl,Gtl,10200,Inside,85.0,Reg,0,20,RL,104.0,BrkFace,No,0,5,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1086.0,AllPub,0,1954,2003,2010,0.6279926335174953,3,0,5,4,3,56,3,3,2,0,21.0,3,1,3,4,3,12,10860.0,4,25,7,1092,63,2172.0,0.0,0.0,4.0,4.0,5.334085778781039,2323.331828442438
74,840,765,0,No,3,1Fam,0.0,0.0,0.0,0.0,840.0,N,Norm,Norm,SBrkr,202,VinylSd,VinylSd,0,CBlock,2,Typ,379.0,1.0,Detchd,1915.0,1605,0,GasA,2Story,2,Lvl,Gtl,5790,Corner,60.0,Reg,0,50,RM,0.0,None,No,0,5,OldTown,0,6,3,Y,0,CompShg,Gambrel,Normal,WD,0,Pave,8,840.0,AllPub,0,1915,1950,2010,0.0,3,0,1,1,2,95,4,4,0,0,95.0,3,1,3,4,3,9,7335.0,4,9,60,1613,155,2445.0,0.0,0.0,5.0,4.0,5.205020920502092,2229.648535564854
75,526,462,0,No,2,Twnhs,462.0,0.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,CemntBd,CmentBd,0,CBlock,1,Typ,297.0,1.0,BuiltIn,1973.0,988,0,GasA,SLvl,1,Lvl,Gtl,1596,Inside,21.0,Reg,0,180,RM,0.0,None,No,0,11,MeadowV,101,5,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,462.0,AllPub,120,1973,1973,2009,1.0,3,3,6,1,4,36,3,3,2,0,36.0,3,1,3,3,3,9,5800.0,4,16,36,993,72,1450.0,1.0,1.0,2.0,3.0,4.378378378378378,1677.6756756756756
76,952,0,0,No,2,1Fam,228.0,0.0,0.0,0.0,724.0,Y,Norm,Norm,FuseA,0,VinylSd,VinylSd,0,CBlock,1,Typ,283.0,1.0,Detchd,1956.0,952,0,GasA,1Story,1,Lvl,Gtl,8475,Inside,69.30579531442663,IR1,0,20,RL,0.0,None,No,0,4,NAmes,0,7,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,952.0,AllPub,0,1956,1956,2008,0.23949579831932774,3,0,5,1,3,52,3,3,0,0,52.0,3,1,3,5,3,11,7616.0,4,16,52,956,104,1904.0,1.0,0.0,4.0,2.0,5.334085778781039,2323.331828442438
77,1072,213,0,No,2,1Fam,336.0,41.0,1.0,0.0,295.0,Y,Norm,Norm,SBrkr,0,Wd Sdng,Wd Sdng,0,CBlock,1,Min1,240.0,1.0,Detchd,1948.0,1285,0,GasA,1.5Fin,1,Lvl,Gtl,8635,Inside,50.0,Reg,0,50,RM,0.0,None,No,0,1,BrkSide,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,672.0,AllPub,0,1948,2001,2008,0.5610119047619048,3,0,4,6,3,60,3,3,3,0,60.0,3,1,3,3,3,10,9785.0,4,25,7,1291,67,1957.0,1.0,0.0,4.0,2.0,5.12037037037037,1991.7314814814815
78,1768,0,0,No,4,Duplex,0.0,0.0,0.0,0.0,1768.0,N,Norm,Norm,SBrkr,0,HdBoard,HdBoard,0,CBlock,2,Typ,0.0,0.0,No,0.0,1768,0,GasA,1Story,2,Lvl,Gtl,10778,Inside,72.0,Reg,0,90,RL,0.0,None,No,0,4,Sawyer,0,5,4,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,1768.0,AllPub,0,1968,1968,2010,0.0,3,0,1,1,3,42,3,3,0,0,0.0,0,0,0,3,3,9,14144.0,4,16,42,1776,84,3536.0,0.0,1.0,8.0,4.0,5.066225165562914,2135.582781456954
79,682,548,0,Grvl,2,1Fam,0.0,0.0,0.0,0.0,440.0,Y,Norm,Norm,SBrkr,128,Wd Sdng,Wd Sdng,0,PConc,1,Typ,440.0,2.0,Detchd,1966.0,1230,1,GasA,2Story,1,Lvl,Gtl,10440,Corner,60.0,Reg,0,50,RM,0.0,None,No,0,5,OldTown,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,440.0,AllPub,74,1910,1981,2009,0.0,3,0,1,1,3,99,3,3,3,0,43.0,3,1,3,4,3,11,8350.0,4,25,28,1235,127,1670.0,1.0,0.0,3.0,3.0,5.205020920502092,2229.648535564854
